episode,steps,reward,epsilon,max_q,avg100,lr
3894,875,1560.000,0.050000,27.39891,1862.000,0.00000798
3895,835,2780.000,0.050000,27.45924,1872.800,0.00000797
3896,799,1910.000,0.050000,27.47036,1869.500,0.00000796
3897,1225,2900.000,0.050000,27.42366,1887.000,0.00000795
3898,745,1100.000,0.050000,27.61819,1866.400,0.00000795
3899,845,2100.000,0.050000,27.44415,1871.200,0.00000794
3900,795,2850.000,0.050000,27.54423,1881.800,0.00000793
3901,729,4300.000,0.050000,27.45938,1915.900,0.00000792
3902,623,1000.000,0.050000,27.56536,1905.800,0.00000792
3903,855,1940.000,0.050000,27.47563,1907.800,0.00000791
3904,863,1730.000,0.050000,27.46424,1906.700,0.00000790
3905,875,2640.000,0.050000,27.42447,1922.200,0.00000789
3906,695,1600.000,0.050000,27.45354,1917.700,0.00000788
3907,841,2540.000,0.050000,27.41675,1927.500,0.00000787
3908,897,1400.000,0.050000,27.44102,1925.000,0.00000787
3909,895,1860.000,0.050000,27.38799,1928.100,0.00000786
3910,689,1730.000,0.050000,27.44398,1928.200,0.00000785
3911,951,1760.000,0.050000,27.43392,1925.300,0.00000784
3912,751,2020.000,0.050000,27.43696,1931.100,0.00000783
3913,797,1360.000,0.050000,27.45493,1930.500,0.00000783
3914,933,2070.000,0.050000,27.43096,1930.500,0.00000782
3915,833,1830.000,0.050000,27.45889,1936.900,0.00000781
3916,779,1750.000,0.050000,27.47371,1933.000,0.00000780
3917,875,2850.000,0.050000,27.59841,1946.800,0.00000779
3918,739,1890.000,0.050000,26.74693,1956.800,0.00000779
3919,647,1150.000,0.050000,27.53495,1952.200,0.00000778
3920,915,1060.000,0.050000,27.48808,1917.100,0.00000777
3921,737,1730.000,0.050000,27.44685,1915.000,0.00000776
3922,1015,2060.000,0.050000,27.47901,1916.000,0.00000775
3923,887,1750.000,0.050000,27.54544,1914.200,0.00000774
3924,803,2540.000,0.050000,27.50497,1920.600,0.00000774
3925,843,1840.000,0.050000,27.48502,1919.200,0.00000773
3926,829,1510.000,0.050000,27.48974,1916.800,0.00000772
3927,767,1510.000,0.050000,27.48063,1912.900,0.00000771
3928,867,1910.000,0.050000,27.46004,1923.100,0.00000770
3929,793,1930.000,0.050000,27.46887,1924.000,0.00000770
3930,777,1740.000,0.050000,27.43098,1926.200,0.00000769
3931,1217,2030.000,0.050000,27.42555,1924.100,0.00000768
3932,781,2020.000,0.050000,27.44147,1922.600,0.00000767
3933,951,2900.000,0.050000,27.43109,1932.300,0.00000766
3934,529,730.000,0.050000,27.66606,1922.200,0.00000766
3935,577,830.000,0.050000,27.46228,1910.000,0.00000765
3936,847,1490.000,0.050000,27.40736,1910.700,0.00000764
3937,793,4180.000,0.050000,27.48317,1933.600,0.00000764
3938,933,2610.000,0.050000,27.47175,1939.800,0.00000763
3939,905,2020.000,0.050000,27.50273,1945.300,0.00000762
3940,905,2730.000,0.050000,27.49754,1951.900,0.00000761
3941,817,1530.000,0.050000,27.53036,1943.900,0.00000760
3942,825,2440.000,0.050000,27.45566,1952.300,0.00000759
3943,729,1840.000,0.050000,27.45174,1959.900,0.00000759
3944,847,2250.000,0.050000,27.46320,1961.800,0.00000758
3945,705,1080.000,0.050000,27.44155,1951.000,0.00000757
3946,805,1730.000,0.050000,27.51371,1952.100,0.00000756
3947,783,2640.000,0.050000,27.47129,1966.900,0.00000756
3948,909,1250.000,0.050000,27.46050,1964.200,0.00000755
3949,821,2140.000,0.050000,27.46736,1964.900,0.00000754
3950,949,2790.000,0.050000,27.44016,1984.200,0.00000753
3951,743,1480.000,0.050000,27.44936,1980.100,0.00000752
3952,823,1210.000,0.050000,27.53273,1966.500,0.00000752
3953,735,1730.000,0.050000,27.47841,1952.900,0.00000751
3954,781,2090.000,0.050000,27.47574,1952.600,0.00000750
3955,767,2830.000,0.050000,27.50871,1963.000,0.00000750
3956,873,2690.000,0.050000,27.47590,1969.700,0.00000749
3957,793,1730.000,0.050000,27.47870,1968.800,0.00000748
3958,765,2690.000,0.050000,27.49666,1966.000,0.00000747
3959,667,1340.000,0.050000,27.43280,1957.700,0.00000747
3960,917,1410.000,0.050000,27.50444,1945.000,0.00000746
3961,1135,1790.000,0.050000,27.48749,1945.000,0.00000745
3962,809,2700.000,0.050000,27.53688,1958.100,0.00000744
3963,775,1910.000,0.050000,27.54343,1934.200,0.00000743
3964,1045,2090.000,0.050000,27.55232,1941.700,0.00000742
3965,769,1980.000,0.050000,27.57353,1944.400,0.00000742
3966,1075,1460.000,0.050000,27.53280,1932.700,0.00000741
3967,743,1960.000,0.050000,27.57525,1937.800,0.00000740
3968,817,950.000,0.050000,27.59136,1928.600,0.00000739
3969,789,1720.000,0.050000,27.60744,1939.500,0.00000738
3970,785,1590.000,0.050000,27.52756,1939.100,0.00000738
3971,865,2080.000,0.050000,27.62360,1938.500,0.00000737
3972,949,1430.000,0.050000,27.51075,1937.700,0.00000736
3973,783,1750.000,0.050000,27.52634,1934.500,0.00000735
3974,625,1270.000,0.050000,27.57539,1929.000,0.00000735
3975,767,1980.000,0.050000,27.58478,1931.100,0.00000734
3976,869,1750.000,0.050000,27.58721,1917.200,0.00000733
3977,1015,1650.000,0.050000,27.63216,1918.800,0.00000732
3978,801,1780.000,0.050000,27.56022,1923.900,0.00000732
3979,803,1830.000,0.050000,27.55710,1924.400,0.00000731
3980,867,2940.000,0.050000,27.55840,1933.800,0.00000730
3981,849,1930.000,0.050000,27.66081,1927.800,0.00000729
3982,895,1940.000,0.050000,27.60921,1933.800,0.00000728
3983,847,2640.000,0.050000,27.53073,1931.900,0.00000728
3984,707,1410.000,0.050000,27.81017,1929.000,0.00000727
3985,845,2480.000,0.050000,27.54553,1940.300,0.00000726
3986,839,1660.000,0.050000,27.63705,1943.600,0.00000725
3987,673,1220.000,0.050000,27.61526,1930.800,0.00000725
3988,1117,1970.000,0.050000,27.80045,1935.300,0.00000724
3989,925,1930.000,0.050000,27.64019,1935.600,0.00000723
3990,645,1200.000,0.050000,27.65616,1926.900,0.00000722
3991,803,1320.000,0.050000,27.64661,1919.100,0.00000722
3992,721,1930.000,0.050000,27.57549,1926.600,0.00000721
3993,1201,2900.000,0.050000,27.64827,1937.700,0.00000720
3994,767,1940.000,0.050000,27.62932,1941.500,0.00000719
3995,979,2230.000,0.050000,27.64285,1936.000,0.00000718
3996,803,2050.000,0.050000,27.65799,1937.400,0.00000718
3997,933,1950.000,0.050000,27.59684,1927.900,0.00000717
3998,925,2120.000,0.050000,27.64898,1938.100,0.00000716
3999,711,2580.000,0.050000,27.60273,1942.900,0.00000715
4000,783,2830.000,0.050000,27.64238,1942.700,0.00000715
4001,853,1780.000,0.050000,27.61721,1917.500,0.00000714
4002,841,1650.000,0.050000,27.60360,1924.000,0.00000713
4003,937,1700.000,0.050000,27.59602,1921.600,0.00000712
4004,705,1070.000,0.050000,27.65310,1915.000,0.00000712
4005,887,2000.000,0.050000,27.57946,1908.600,0.00000711
4006,919,1760.000,0.050000,27.63256,1910.200,0.00000710
4007,759,1870.000,0.050000,27.62024,1903.500,0.00000709
4008,777,1940.000,0.050000,27.57679,1908.900,0.00000709
4009,647,980.000,0.050000,27.63344,1900.100,0.00000708
4010,735,1650.000,0.050000,27.66158,1899.300,0.00000708
4011,843,1650.000,0.050000,27.66521,1898.200,0.00000707
4012,911,1940.000,0.050000,27.66366,1897.400,0.00000706
4013,719,1830.000,0.050000,27.66784,1902.100,0.00000705
4014,1009,2150.000,0.050000,27.65054,1902.900,0.00000704
4015,1049,1730.000,0.050000,27.82827,1901.900,0.00000704
4016,1123,3020.000,0.050000,27.69241,1914.600,0.00000703
4017,683,1090.000,0.050000,27.79523,1897.000,0.00000702
4018,945,2840.000,0.050000,27.67146,1906.500,0.00000701
4019,689,1380.000,0.050000,27.65651,1908.800,0.00000701
4020,743,1530.000,0.050000,27.64114,1913.500,0.00000700
4021,671,1050.000,0.050000,27.64707,1906.700,0.00000699
4022,655,1160.000,0.050000,27.69262,1897.700,0.00000699
4023,699,2430.000,0.050000,27.63702,1904.500,0.00000698
4024,795,1440.000,0.050000,27.69946,1893.500,0.00000697
4025,661,1060.000,0.050000,27.65167,1885.700,0.00000697
4026,573,850.000,0.050000,27.69808,1879.100,0.00000696
4027,925,2770.000,0.050000,27.67775,1891.700,0.00000696
4028,1013,2300.000,0.050000,27.67665,1895.600,0.00000695
4029,731,1400.000,0.050000,27.69881,1890.300,0.00000694
4030,903,1500.000,0.050000,27.66277,1887.900,0.00000693
4031,951,2710.000,0.050000,27.72006,1894.700,0.00000692
4032,833,1930.000,0.050000,27.68949,1893.800,0.00000692
4033,903,1940.000,0.050000,27.70442,1884.200,0.00000691
4034,809,1530.000,0.050000,27.72120,1892.200,0.00000690
4035,781,1480.000,0.050000,27.64400,1898.700,0.00000690
4036,875,1880.000,0.050000,27.63380,1902.600,0.00000689
4037,1159,2470.000,0.050000,27.63854,1885.500,0.00000688
4038,989,1950.000,0.050000,27.66768,1878.900,0.00000687
4039,507,760.000,0.050000,27.65088,1866.300,0.00000686
4040,767,1750.000,0.050000,27.64895,1856.500,0.00000686
4041,1075,2020.000,0.050000,27.67783,1861.400,0.00000685
4042,791,1920.000,0.050000,27.63403,1856.200,0.00000684
4043,639,1050.000,0.050000,27.66261,1848.300,0.00000684
4044,669,960.000,0.050000,27.67108,1835.400,0.00000683
4045,1061,2140.000,0.050000,27.64620,1846.000,0.00000682
4046,751,1780.000,0.050000,27.65701,1846.500,0.00000682
4047,863,2260.000,0.050000,27.62295,1842.700,0.00000681
4048,877,2630.000,0.050000,27.66092,1856.500,0.00000680
4049,823,2820.000,0.050000,27.67419,1863.300,0.00000679
4050,993,2310.000,0.050000,27.69732,1858.500,0.00000679
4051,833,1950.000,0.050000,27.70259,1863.200,0.00000678
4052,975,4230.000,0.050000,26.87754,1893.400,0.00000677
4053,757,1420.000,0.050000,27.66444,1890.300,0.00000676
4054,831,2650.000,0.050000,27.69535,1895.900,0.00000676
4055,1153,2930.000,0.050000,27.65962,1896.900,0.00000675
4056,1023,1830.000,0.050000,27.62533,1888.300,0.00000674
4057,873,1280.000,0.050000,27.69315,1883.800,0.00000673
4058,841,1740.000,0.050000,27.69428,1874.300,0.00000672
4059,673,1640.000,0.050000,27.66002,1877.300,0.00000672
4060,523,1060.000,0.050000,27.71758,1873.800,0.00000671
4061,1147,1790.000,0.050000,27.67492,1873.800,0.00000670
4062,739,2040.000,0.050000,27.72285,1867.200,0.00000670
4063,807,2540.000,0.050000,27.73276,1873.500,0.00000669
4064,973,3090.000,0.050000,27.70678,1883.500,0.00000668
4065,703,1340.000,0.050000,27.68088,1877.100,0.00000668
4066,753,1360.000,0.050000,27.69733,1876.100,0.00000667
4067,733,1030.000,0.050000,27.74019,1866.800,0.00000667
4068,905,1490.000,0.050000,27.69826,1872.200,0.00000666
4069,1183,3170.000,0.050000,27.69993,1886.700,0.00000665
4070,687,860.000,0.050000,27.68458,1879.400,0.00000664
4071,733,1760.000,0.050000,27.63840,1876.200,0.00000664
4072,825,4280.000,0.050000,27.73963,1904.700,0.00000663
4073,769,1660.000,0.050000,27.74444,1903.800,0.00000662
4074,977,1470.000,0.050000,27.74667,1905.800,0.00000661
4075,919,1650.000,0.050000,27.73547,1902.500,0.00000661
4076,895,1590.000,0.050000,27.75107,1900.900,0.00000660
4077,927,1600.000,0.050000,27.70567,1900.400,0.00000659
4078,819,1790.000,0.050000,27.73365,1900.500,0.00000659
4079,699,1500.000,0.050000,27.79281,1897.200,0.00000658
4080,787,1710.000,0.050000,27.72848,1884.900,0.00000657
4081,765,1820.000,0.050000,27.75057,1883.800,0.00000657
4082,863,1350.000,0.050000,27.64624,1877.900,0.00000656
4083,803,1860.000,0.050000,27.66928,1870.100,0.00000655
4084,1053,1540.000,0.050000,27.68511,1871.400,0.00000654
4085,821,1740.000,0.050000,27.68040,1864.000,0.00000654
4086,929,2680.000,0.050000,27.63878,1874.200,0.00000653
4087,869,1190.000,0.050000,27.64428,1873.900,0.00000652
4088,1003,2090.000,0.050000,27.64593,1875.100,0.00000651
4089,795,2620.000,0.050000,27.63912,1882.000,0.00000651
4090,929,1230.000,0.050000,27.63656,1882.300,0.00000650
4091,901,2270.000,0.050000,27.71430,1891.800,0.00000649
4092,843,1040.000,0.050000,27.67012,1882.900,0.00000649
4093,701,1830.000,0.050000,27.67612,1872.200,0.00000648
4094,605,1100.000,0.050000,27.60762,1863.800,0.00000648
4095,971,1880.000,0.050000,27.67346,1860.300,0.00000647
4096,661,650.000,0.050000,27.66455,1846.300,0.00000646
4097,989,1740.000,0.050000,27.66228,1844.200,0.00000645
4098,715,2520.000,0.050000,27.68270,1848.200,0.00000645
4099,759,1720.000,0.050000,27.84508,1839.600,0.00000644
4100,795,2080.000,0.050000,27.71198,1832.100,0.00000644
4101,811,2650.000,0.050000,27.66985,1840.800,0.00000643
4102,735,1110.000,0.050000,27.62490,1835.400,0.00000642
4103,753,1670.000,0.050000,27.66059,1835.100,0.00000642
4104,739,1780.000,0.050000,27.64414,1842.200,0.00000641
4105,855,2750.000,0.050000,27.61152,1849.700,0.00000641
4106,725,1260.000,0.050000,27.68964,1844.700,0.00000640
4107,647,1400.000,0.050000,27.57954,1840.000,0.00000639
4108,869,2030.000,0.050000,27.58098,1840.900,0.00000639
4109,953,1610.000,0.050000,27.61086,1847.200,0.00000638
4110,967,1910.000,0.050000,27.67249,1849.800,0.00000637
4111,1007,1920.000,0.050000,27.71650,1852.500,0.00000636
4112,721,1430.000,0.050000,27.66803,1847.400,0.00000636
4113,593,780.000,0.050000,27.70095,1836.900,0.00000635
4114,655,1620.000,0.050000,27.64064,1831.600,0.00000635
4115,819,1750.000,0.050000,27.64852,1831.800,0.00000634
4116,699,1200.000,0.050000,27.64463,1813.600,0.00000634
4117,871,3080.000,0.050000,27.70470,1833.500,0.00000633
4118,683,1790.000,0.050000,27.62749,1823.000,0.00000632
4119,869,2080.000,0.050000,27.67995,1830.000,0.00000632
4120,645,1500.000,0.050000,27.70774,1829.700,0.00000631
4121,859,1840.000,0.050000,27.63665,1837.600,0.00000631
4122,631,890.000,0.050000,27.65511,1834.900,0.00000630
4123,799,1580.000,0.050000,27.68285,1826.400,0.00000629
4124,749,1060.000,0.050000,27.65080,1822.600,0.00000629
4125,607,870.000,0.050000,27.64912,1820.700,0.00000628
4126,585,830.000,0.050000,27.63558,1820.500,0.00000628
4127,621,1660.000,0.050000,27.57431,1809.400,0.00000627
4128,839,1740.000,0.050000,27.64941,1803.800,0.00000627
4129,869,1300.000,0.050000,27.70381,1802.800,0.00000626
4130,683,2770.000,0.050000,27.65827,1815.500,0.00000626
4131,729,950.000,0.050000,27.67393,1797.900,0.00000625
4132,765,1580.000,0.050000,27.64150,1794.400,0.00000624
4133,687,1800.000,0.050000,27.59070,1793.000,0.00000624
4134,833,2120.000,0.050000,27.57798,1798.900,0.00000623
4135,969,1680.000,0.050000,27.61579,1800.900,0.00000622
4136,959,4380.000,0.050000,27.58040,1825.900,0.00000622
4137,1103,2350.000,0.050000,27.87458,1824.700,0.00000621
4138,841,1350.000,0.050000,27.64681,1818.700,0.00000620
4139,875,2030.000,0.050000,27.62621,1831.400,0.00000619
4140,553,760.000,0.050000,27.63086,1821.500,0.00000619
4141,833,2040.000,0.050000,27.69316,1821.700,0.00000618
4142,793,1460.000,0.050000,27.63917,1817.100,0.00000618
4143,807,1130.000,0.050000,27.57737,1817.900,0.00000617
4144,1257,1570.000,0.050000,27.57481,1824.000,0.00000616
4145,695,1180.000,0.050000,27.61928,1814.400,0.00000616
4146,649,1690.000,0.050000,27.53421,1813.500,0.00000615
4147,761,1810.000,0.050000,27.60291,1809.000,0.00000615
4148,823,2810.000,0.050000,27.55308,1810.800,0.00000614
4149,1203,2260.000,0.050000,27.65616,1805.200,0.00000613
4150,785,1930.000,0.050000,27.60481,1801.400,0.00000612
4151,983,1840.000,0.050000,27.61284,1800.300,0.00000612
4152,783,1280.000,0.050000,27.61301,1770.800,0.00000611
4153,771,1420.000,0.050000,27.60384,1770.800,0.00000611
4154,773,1780.000,0.050000,27.56349,1762.100,0.00000610
4155,699,1100.000,0.050000,27.60618,1743.800,0.00000609
4156,859,1840.000,0.050000,27.54537,1743.900,0.00000609
4157,623,1240.000,0.050000,27.62883,1743.500,0.00000608
4158,491,940.000,0.050000,27.55391,1735.500,0.00000608
4159,811,2100.000,0.050000,27.57984,1740.100,0.00000607
4160,873,1620.000,0.050000,27.60217,1745.700,0.00000607
4161,815,1500.000,0.050000,27.55320,1742.800,0.00000606
4162,955,2180.000,0.050000,27.56175,1744.200,0.00000605
4163,845,1070.000,0.050000,27.60943,1729.500,0.00000605
4164,873,1340.000,0.050000,27.60714,1712.000,0.00000604
4165,819,2650.000,0.050000,27.54087,1725.100,0.00000603
4166,931,1810.000,0.050000,27.51726,1729.600,0.00000603
4167,689,1280.000,0.050000,27.53893,1732.100,0.00000602
4168,811,2580.000,0.050000,27.54625,1743.000,0.00000602
4169,893,2000.000,0.050000,27.55863,1731.300,0.00000601
4170,835,1750.000,0.050000,27.57990,1740.200,0.00000600
4171,645,1220.000,0.050000,27.60084,1734.800,0.00000600
4172,903,2110.000,0.050000,27.65491,1713.100,0.00000599
4173,1253,1510.000,0.050000,27.53111,1711.600,0.00000598
4174,945,2260.000,0.050000,27.59705,1719.500,0.00000597
4175,681,1030.000,0.050000,27.72359,1713.300,0.00000597
4176,829,1890.000,0.050000,27.62650,1716.300,0.00000596
4177,1127,1630.000,0.050000,27.52750,1716.600,0.00000595
4178,837,2720.000,0.050000,27.60501,1725.900,0.00000595
4179,877,1830.000,0.050000,27.62120,1729.200,0.00000594
4180,555,1540.000,0.050000,27.70242,1727.500,0.00000594
4181,755,1720.000,0.050000,27.62942,1726.500,0.00000593
4182,765,2030.000,0.050000,27.60586,1733.300,0.00000593
4183,1001,2880.000,0.050000,27.62219,1743.500,0.00000592
4184,921,2250.000,0.050000,27.59518,1750.600,0.00000591
4185,677,1690.000,0.050000,27.67131,1750.100,0.00000591
4186,779,2630.000,0.050000,27.64491,1749.600,0.00000590
4187,931,1810.000,0.050000,27.67415,1755.800,0.00000589
4188,1015,1740.000,0.050000,27.62480,1752.300,0.00000589
4189,769,1530.000,0.050000,27.65423,1741.400,0.00000588
4190,1181,2850.000,0.050000,27.65544,1757.600,0.00000587
4191,807,2910.000,0.050000,27.64568,1764.000,0.00000587
4192,805,2910.000,0.050000,27.86578,1782.700,0.00000586
4193,381,440.000,0.050000,27.57481,1768.800,0.00000586
4194,933,2080.000,0.050000,27.57382,1778.600,0.00000585
4195,763,1540.000,0.050000,27.57203,1775.200,0.00000585
4196,819,1900.000,0.050000,27.57008,1787.700,0.00000584
4197,759,1300.000,0.050000,27.59064,1783.300,0.00000583
4198,559,770.000,0.050000,27.62188,1765.800,0.00000583
4199,699,1280.000,0.050000,27.67742,1761.400,0.00000582
4200,815,2450.000,0.050000,27.62042,1765.100,0.00000582
4201,901,1470.000,0.050000,27.57496,1753.300,0.00000581
4202,899,2000.000,0.050000,27.61967,1762.200,0.00000581
4203,983,1950.000,0.050000,27.61981,1765.000,0.00000580
4204,817,2770.000,0.050000,27.62207,1774.900,0.00000579
4205,795,1340.000,0.050000,27.58525,1760.800,0.00000579
4206,921,2160.000,0.050000,27.59711,1769.800,0.00000578
4207,887,1270.000,0.050000,27.63984,1768.500,0.00000577
4208,819,2230.000,0.050000,27.65571,1770.500,0.00000577
4209,781,1840.000,0.050000,27.61145,1772.800,0.00000576
4210,493,750.000,0.050000,27.57000,1761.200,0.00000576
4211,941,1570.000,0.050000,27.58578,1757.700,0.00000575
4212,717,1130.000,0.050000,27.60695,1754.700,0.00000575
4213,869,1930.000,0.050000,27.55369,1766.200,0.00000574
4214,671,1050.000,0.050000,27.61548,1760.500,0.00000574
4215,709,1440.000,0.050000,27.60458,1757.400,0.00000573
4216,777,1540.000,0.050000,27.51199,1760.800,0.00000573
4217,909,1670.000,0.050000,27.53259,1746.700,0.00000572
4218,955,1980.000,0.050000,27.60217,1748.600,0.00000571
4219,865,2120.000,0.050000,27.54174,1749.000,0.00000571
4220,893,2040.000,0.050000,27.59397,1754.400,0.00000570
4221,985,2330.000,0.050000,27.58849,1759.300,0.00000569
4222,753,1720.000,0.050000,27.61900,1767.600,0.00000569
4223,683,1830.000,0.050000,27.65367,1770.100,0.00000568
4224,795,2620.000,0.050000,27.84234,1785.700,0.00000568
4225,737,1690.000,0.050000,27.58259,1793.900,0.00000567
4226,775,1560.000,0.050000,27.62913,1801.200,0.00000567
4227,969,1880.000,0.050000,27.54355,1803.400,0.00000566
4228,737,1510.000,0.050000,27.90802,1801.100,0.00000565
4229,883,2010.000,0.050000,27.61115,1808.200,0.00000565
4230,755,1440.000,0.050000,27.57285,1794.900,0.00000564
4231,1275,2400.000,0.050000,27.59739,1809.400,0.00000563
4232,969,1940.000,0.050000,27.65793,1813.000,0.00000563
4233,859,1910.000,0.050000,27.60657,1814.100,0.00000562
4234,1041,2120.000,0.050000,27.68158,1814.100,0.00000561
4235,1003,2900.000,0.050000,27.68053,1826.300,0.00000561
4236,801,1750.000,0.050000,27.76906,1800.000,0.00000560
4237,815,1710.000,0.050000,27.64630,1793.600,0.00000559
4238,817,2250.000,0.050000,27.67504,1802.600,0.00000559
4239,853,1410.000,0.050000,27.76425,1796.400,0.00000558
4240,715,2600.000,0.050000,27.71218,1814.800,0.00000558
4241,637,840.000,0.050000,27.70955,1802.800,0.00000557
4242,973,1490.000,0.050000,27.56956,1803.100,0.00000557
4243,905,2280.000,0.050000,27.69293,1814.600,0.00000556
4244,865,2080.000,0.050000,27.62298,1819.700,0.00000555
4245,1081,1530.000,0.050000,27.77645,1823.200,0.00000555
4246,619,1270.000,0.050000,27.67581,1819.000,0.00000554
4247,663,1720.000,0.050000,27.69432,1818.100,0.00000554
4248,717,1740.000,0.050000,27.69523,1807.400,0.00000553
4249,745,1950.000,0.050000,27.79227,1804.300,0.00000553
4250,767,2640.000,0.050000,27.72621,1811.400,0.00000552
4251,835,2900.000,0.050000,27.72556,1822.000,0.00000552
4252,935,1730.000,0.050000,27.73478,1826.500,0.00000551
4253,1077,1520.000,0.050000,27.78225,1827.500,0.00000550
4254,845,2970.000,0.050000,27.70394,1839.400,0.00000550
4255,683,1220.000,0.050000,27.68319,1840.600,0.00000549
4256,1135,1640.000,0.050000,27.66709,1838.600,0.00000548
4257,829,1490.000,0.050000,27.68319,1841.100,0.00000548
4258,655,1250.000,0.050000,27.72173,1844.200,0.00000547
4259,1081,2730.000,0.050000,27.76707,1850.500,0.00000547
4260,861,1680.000,0.050000,27.71599,1851.100,0.00000546
4261,815,1740.000,0.050000,27.64582,1853.500,0.00000546
4262,887,1780.000,0.050000,27.78711,1849.500,0.00000545
4263,637,1790.000,0.050000,27.71512,1856.700,0.00000545
4264,1019,1990.000,0.050000,27.66212,1863.200,0.00000544
4265,461,630.000,0.050000,27.72479,1843.000,0.00000544
4266,741,1130.000,0.050000,27.70307,1836.200,0.00000543
4267,807,1090.000,0.050000,27.65691,1834.300,0.00000542
4268,955,4300.000,0.050000,27.63908,1851.500,0.00000542
4269,897,2740.000,0.050000,27.75070,1858.900,0.00000541
4270,711,1250.000,0.050000,27.68027,1853.900,0.00000541
4271,1057,2180.000,0.050000,27.68927,1863.500,0.00000540
4272,779,1940.000,0.050000,27.73456,1861.800,0.00000540
4273,677,1050.000,0.050000,27.66762,1857.200,0.00000539
4274,723,1780.000,0.050000,27.69343,1852.400,0.00000539
4275,825,2100.000,0.050000,27.73813,1863.100,0.00000538
4276,497,730.000,0.050000,27.66450,1851.500,0.00000538
4277,769,2520.000,0.050000,27.66001,1860.400,0.00000537
4278,635,1050.000,0.050000,27.69450,1843.700,0.00000537
4279,561,700.000,0.050000,27.70005,1832.400,0.00000536
4280,739,1300.000,0.050000,27.70360,1830.000,0.00000536
4281,773,1450.000,0.050000,27.66135,1827.300,0.00000535
4282,745,1730.000,0.050000,27.63244,1824.300,0.00000535
4283,887,2070.000,0.050000,27.66576,1816.200,0.00000534
4284,829,1750.000,0.050000,27.79333,1811.200,0.00000534
4285,683,1330.000,0.050000,27.74212,1807.600,0.00000533
4286,617,1420.000,0.050000,27.65812,1795.500,0.00000533
4287,835,2810.000,0.050000,27.76174,1805.500,0.00000532
4288,847,1550.000,0.050000,27.68511,1803.600,0.00000532
4289,929,1610.000,0.050000,27.68414,1804.400,0.00000531
4290,567,970.000,0.050000,27.68218,1785.600,0.00000531
4291,851,1500.000,0.050000,27.66095,1771.500,0.00000530
4292,857,1310.000,0.050000,27.65321,1755.500,0.00000530
4293,1019,2860.000,0.050000,27.68822,1779.700,0.00000529
4294,891,1430.000,0.050000,27.67201,1773.200,0.00000528
4295,1113,1720.000,0.050000,27.71206,1775.000,0.00000528
4296,815,1850.000,0.050000,27.69906,1774.500,0.00000527
4297,1077,2170.000,0.050000,27.67377,1783.200,0.00000526
4298,771,1210.000,0.050000,27.68373,1787.600,0.00000526
4299,725,1590.000,0.050000,27.73889,1790.700,0.00000525
4300,857,1330.000,0.050000,27.71217,1779.500,0.00000525
4301,737,1800.000,0.050000,27.68871,1782.800,0.00000524
4302,1089,1860.000,0.050000,27.70694,1781.400,0.00000524
4303,1059,2300.000,0.050000,27.71338,1784.900,0.00000523
4304,781,1390.000,0.050000,27.75621,1771.100,0.00000522
4305,761,1450.000,0.050000,27.76912,1772.200,0.00000522
4306,747,1840.000,0.050000,27.79202,1769.000,0.00000521
4307,807,2620.000,0.050000,27.71979,1782.500,0.00000521
4308,897,2840.000,0.050000,27.77405,1788.600,0.00000520
4309,1199,2920.000,0.050000,27.73144,1799.400,0.00000520
4310,713,1030.000,0.050000,27.80402,1802.200,0.00000519
4311,933,2860.000,0.050000,27.77725,1815.100,0.00000518
4312,833,1980.000,0.050000,27.79092,1823.600,0.00000518
4313,859,1260.000,0.050000,27.70595,1816.900,0.00000517
4314,1003,1350.000,0.050000,27.63411,1819.900,0.00000517
4315,781,1950.000,0.050000,27.62255,1825.000,0.00000516
4316,813,1790.000,0.050000,27.65347,1827.500,0.00000516
4317,675,1430.000,0.050000,27.70077,1825.100,0.00000515
4318,977,2730.000,0.050000,27.67224,1832.600,0.00000515
4319,741,1340.000,0.050000,27.68456,1824.800,0.00000514
4320,591,1020.000,0.050000,27.68664,1814.600,0.00000514
4321,747,1370.000,0.050000,27.65528,1805.000,0.00000513
4322,801,1990.000,0.050000,27.68235,1807.700,0.00000513
4323,817,1230.000,0.050000,27.73509,1801.700,0.00000512
4324,797,1810.000,0.050000,27.71562,1793.600,0.00000512
4325,1005,1420.000,0.050000,27.70997,1790.900,0.00000511
4326,723,1460.000,0.050000,27.71507,1789.900,0.00000511
4327,823,2540.000,0.050000,27.69506,1796.500,0.00000510
4328,591,880.000,0.050000,27.71102,1790.200,0.00000510
4329,871,2810.000,0.050000,27.62084,1798.200,0.00000509
4330,951,2110.000,0.050000,27.72570,1804.900,0.00000509
4331,571,1020.000,0.050000,27.65863,1791.100,0.00000508
4332,575,790.000,0.050000,27.62637,1779.600,0.00000508
4333,809,1740.000,0.050000,27.65111,1777.900,0.00000507
4334,673,1090.000,0.050000,27.70538,1767.600,0.00000507
4335,779,1910.000,0.050000,27.66689,1757.700,0.00000506
4336,913,1910.000,0.050000,27.64269,1759.300,0.00000506
4337,607,1020.000,0.050000,27.63389,1752.400,0.00000505
4338,735,1800.000,0.050000,27.67005,1747.900,0.00000505
4339,809,2560.000,0.050000,27.59921,1759.400,0.00000504
4340,737,1850.000,0.050000,27.71611,1751.900,0.00000504
4341,877,2810.000,0.050000,27.62875,1771.600,0.00000503
4342,735,1720.000,0.050000,27.64824,1773.900,0.00000503
4343,859,1860.000,0.050000,27.76025,1769.700,0.00000502
